,name,price,tdp,date,socket,category,speed,turbo,cpuCount,cores,logicals,rank,samples,extracted_ghz,brand,final_family,model_only,socket_final,category_final,speed_ghz,turbo_ghz,cost_per_rank_point,cost_per_core
131,AMD A8-3800 APU,109.95,65.0,2011-09-01,FM1,Desktop,2400.0,2700.0,1,4,1,2267,162,,AMD,AMD A-Series (APU),A8-3800 APU,FM1,Desktop,2.4,2.7,0.04850022055580062,27.5
132,AMD A8-3820 APU,44.95,65.0,2012-01-01,FM1,Desktop,2500.0,2800.0,1,4,1,2157,129,,AMD,AMD A-Series (APU),A8-3820 APU,FM1,Desktop,2.5,2.8,0.020839128419100603,11.2
133,AMD A8-3850 APU,68.02,100.0,2011-06-01,FM1,Desktop,2900.0,,1,4,1,2074,486,,AMD,AMD A-Series (APU),A8-3850 APU,FM1,Desktop,2.9,,0.03279652844744455,17.0
134,AMD A8-3870K APU,68.04,100.0,2011-12-01,FM1,Desktop,3000.0,,1,4,1,2082,584,,AMD,AMD A-Series (APU),A8-3870K APU,FM1,Desktop,3.0,,0.03268011527377522,17.0
135,AMD A8-4500M APU,56.21,35.0,2012-05-01,FS1r2,Laptop,1900.0,2800.0,1,2,2,2472,1667,,AMD,AMD A-Series (APU),A8-4500M APU,FS1R2,Laptop,1.9,2.8,0.022738673139158578,28.1
136,AMD A8-4555M APU,,19.0,2012-10-01,FP2,Laptop,1600.0,2400.0,1,2,2,2707,223,,AMD,AMD A-Series (APU),A8-4555M APU,FP2,Laptop,1.6,2.4,,
137,AMD A8-5500 APU,58.95,65.0,2012-06-01,FM2,Desktop,3200.0,3700.0,1,2,2,1965,912,,AMD,AMD A-Series (APU),A8-5500 APU,FM2,Desktop,3.2,3.7,0.030000000000000002,29.5
138,AMD A8-5500B APU,49.04,65.0,2013-03-01,FM2,Desktop,3200.0,3700.0,1,2,2,1927,94,,AMD,AMD A-Series (APU),A8-5500B APU,FM2,Desktop,3.2,3.7,0.025448884276076802,24.5
139,AMD A8-5545M APU,,19.0,2013-08-01,FP2,Laptop,1700.0,2700.0,1,4,1,2512,287,,AMD,AMD A-Series (APU),A8-5545M APU,FP2,Laptop,1.7,2.7,,
140,AMD A8-5550M APU,,35.0,2013-07-01,FS1r2,Laptop,2100.0,3100.0,1,4,1,2346,452,,AMD,AMD A-Series (APU),A8-5550M APU,FS1R2,Laptop,2.1,3.1,,
141,AMD A8-5557M APU,,35.0,2013-07-01,FP2,Laptop,2100.0,3100.0,1,4,1,2423,151,,AMD,AMD A-Series (APU),A8-5557M APU,FP2,Laptop,2.1,3.1,,
142,AMD A8-5600K APU,69.01,100.0,2012-10-01,FM2,Desktop,3600.0,3900.0,1,4,1,1863,1042,,AMD,AMD A-Series (APU),A8-5600K APU,FM2,Desktop,3.6,3.9,0.03704240472356415,17.3
143,AMD A8-6410 APU,,15.0,2014-06-01,BGA769 (FT3b),Laptop,2000.0,2400.0,1,4,1,2394,1502,,AMD,AMD A-Series (APU),A8-6410 APU,BGA769(FT3B),Laptop,2.0,2.4,,
144,AMD A8-6500 APU,30.8,65.0,2013-08-01,FM2,Desktop,3500.0,4100.0,1,2,2,1860,522,,AMD,AMD A-Series (APU),A8-6500 APU,FM2,Desktop,3.5,4.1,0.016559139784946237,15.4
145,AMD A8-6500B APU,49.95,65.0,2014-04-01,FM2,Desktop,3500.0,4100.0,1,2,2,1849,60,,AMD,AMD A-Series (APU),A8-6500B APU,FM2,Desktop,3.5,4.1,0.02701460248783126,25.0
146,AMD A8-6500T APU,59.95,45.0,2014-03-01,FM2,Desktop,2100.0,3100.0,1,2,2,2368,7,,AMD,AMD A-Series (APU),A8-6500T APU,FM2,Desktop,2.1,3.1,0.025316722972972973,30.0
147,AMD A8-6600K APU,22.25,100.0,2013-06-01,FM2,Desktop,3900.0,4200.0,1,2,2,1807,993,,AMD,AMD A-Series (APU),A8-6600K APU,FM2,Desktop,3.9,4.2,0.01231322634200332,11.1
148,AMD A8-7050,,15.0,2016-01-01,Unknown,Laptop,1800.0,3000.0,1,2,1,2910,14,,AMD,AMD A-Series (APU),A8-7050,Unknown,Laptop,1.8,3.0,,
149,AMD A8-7100 APU,,19.0,2014-08-01,FP3,Laptop,1800.0,3000.0,1,4,1,2475,150,,AMD,AMD A-Series (APU),A8-7100 APU,FP3,Laptop,1.8,3.0,,
150,AMD A8-7200P,,35.0,2015-07-01,FP3,Laptop,2400.0,3300.0,1,4,1,2171,19,,AMD,AMD A-Series (APU),A8-7200P,FP3,Laptop,2.4,3.3,,
151,AMD A8-7410 APU,,25.0,2015-06-01,Unknown,Laptop,2200.0,2500.0,1,4,1,2369,1193,,AMD,AMD A-Series (APU),A8-7410 APU,Unknown,Laptop,2.2,2.5,,
152,AMD A8-7500,,65.0,2016-06-01,FM2+,Desktop,3000.0,,1,2,2,1576,6,,AMD,AMD A-Series (APU),A8-7500,FM2+,Desktop,3.0,,,
153,AMD A8-7600 APU,31.13,65.0,2014-07-01,FM2+,Desktop,3100.0,3800.0,1,2,2,1721,1707,,AMD,AMD A-Series (APU),A8-7600 APU,FM2+,Desktop,3.1,3.8,0.01808832074375363,15.6
154,AMD A8-7650K,38.18,65.0,2015-02-01,FM2+,Desktop,3300.0,3700.0,1,2,2,1769,386,,AMD,AMD A-Series (APU),A8-7650K,FM2+,Desktop,3.3,3.7,0.021582815149802148,19.1
155,AMD A8-7670K,79.5,95.0,2015-09-01,FM2+,Desktop,3600.0,3900.0,1,4,1,1730,90,,AMD,AMD A-Series (APU),A8-7670K,FM2+,Desktop,3.6,3.9,0.045953757225433524,19.9
156,AMD A8-7680,44.22,45.0,2019-01-01,FM2+,Laptop,3500.0,3800.0,1,4,1,1625,53,,AMD,AMD A-Series (APU),A8-7680,FM2+,Laptop,3.5,3.8,0.027212307692307692,11.1
157,AMD A8-8600P,,15.0,2015-08-01,FP4,Laptop,1600.0,3000.0,1,2,2,2132,28,,AMD,AMD A-Series (APU),A8-8600P,FP4,Laptop,1.6,3.0,,
158,AMD A8-8650,,65.0,2015-11-01,FM2+,Desktop,3200.0,3800.0,1,4,1,1880,57,,AMD,AMD A-Series (APU),A8-8650,FM2+,Desktop,3.2,3.8,,
159,AMD A8-9600,66.96,65.0,2017-04-01,AM4,Desktop,3100.0,3400.0,1,4,1,1692,248,,AMD,AMD A-Series (APU),A8-9600,AM4,Desktop,3.1,3.4,0.03957446808510638,16.7
160,AMD A9-9400,,10.0,2016-12-01,FP4,Laptop,2400.0,3200.0,1,2,1,2671,63,,AMD,Specialized/Generic ARM,A9-9400,FP4,Laptop,2.4,3.2,,
161,AMD A9-9410,,25.0,2016-07-01,FP4,Laptop,2900.0,3500.0,1,2,1,2553,266,,AMD,Specialized/Generic ARM,A9-9410,FP4,Laptop,2.9,3.5,,
162,AMD A9-9420,,15.0,2017-08-01,Unknown,Laptop,3000.0,3400.0,1,2,1,2568,197,,AMD,Specialized/Generic ARM,A9-9420,Unknown,Laptop,3.0,3.4,,
163,AMD A9-9420e,,0.0,2018-04-01,Unknown,Laptop,2600.0,,1,2,1,2885,75,,AMD,Specialized/Generic ARM,A9-9420e,Unknown,Laptop,2.6,,,
164,AMD A9-9425,,15.0,2018-06-01,BGA (FT4),Laptop,3100.0,3700.0,1,2,1,2552,280,,AMD,Specialized/Generic ARM,A9-9425,BGA(FT4),Laptop,3.1,3.7,,
165,AMD A9-9430,,0.0,2017-12-01,Unknown,Desktop,3200.0,3500.0,1,2,1,2491,29,,AMD,Specialized/Generic ARM,A9-9430,Unknown,Desktop,3.2,3.5,,
166,AMD A9-9820,,0.0,2021-04-01,Unknown,Unknown,2300.0,2395.0,1,8,1,1587,1,,AMD,Specialized/Generic ARM,A9-9820,Unknown,Unknown,2.3,2.4,,
167,AMD Athlon 1500+,,0.0,2009-03-01,Unknown,Unknown,1333.0,,1,1,1,3888,2,,AMD,AMD Athlon,Athlon 1500+,Unknown,Desktop,1.33,,,
168,AMD Athlon 1640B,50.0,45.0,2009-05-01,AM2,Desktop,2700.0,,1,1,1,3583,18,,AMD,AMD Athlon,Athlon 1640B,AM2,Desktop,2.7,,0.013954786491766676,50.0
169,AMD Athlon 200GE,123.89,35.0,2018-09-01,AM4,Desktop,3200.0,3200.0,1,2,2,1486,470,,AMD,AMD Athlon,Athlon 200GE,AM4,Desktop,3.2,3.2,0.08337146702557201,61.9
170,AMD Athlon 220GE,129.0,35.0,2019-03-01,AM4,Laptop,3400.0,,1,2,2,1426,21,,AMD,AMD Athlon,Athlon 220GE,AM4,Laptop,3.4,,0.09046283309957924,64.5
171,AMD Athlon 240GE,135.99,35.0,2019-01-01,AM4,Desktop,3500.0,,1,2,2,1402,30,,AMD,AMD Athlon,Athlon 240GE,AM4,Desktop,3.5,,0.09699714693295293,68.0
172,AMD Athlon 2650e,19.0,15.0,2009-01-01,AM2,Desktop,1600.0,,1,1,1,3766,77,,AMD,AMD Athlon,Athlon 2650e,AM2,Desktop,1.6,,0.005045140732873075,19.0
173,AMD Athlon 2800+,109.95,89.0,2009-03-01,754,Unknown,2133.0,,1,1,1,3743,2,,AMD,AMD Athlon,Athlon 2800+,754,Desktop,2.13,,0.029374833021640397,110.0
174,AMD Athlon 2850e,,22.0,2009-11-01,AM2,Desktop,1800.0,,1,1,1,3687,38,,AMD,AMD Athlon,Athlon 2850e,AM2,Desktop,1.8,,,
175,AMD Athlon 3000G,89.99,35.0,2019-11-01,AM4,Desktop,3500.0,,1,2,2,1414,328,,AMD,AMD Athlon,Athlon 3000G,AM4,Desktop,3.5,,0.06364214992927864,45.0
176,AMD Athlon 300GE,,35.0,2019-12-01,AM4,Desktop,3400.0,,1,2,2,1449,32,,AMD,AMD Athlon,Athlon 300GE,AM4,Desktop,3.4,,,
177,AMD Athlon 300U,,15.0,2019-07-01,FP5,Laptop,2400.0,3300.0,1,2,2,1518,94,,AMD,AMD Athlon,Athlon 300U,FP5,Laptop,2.4,3.3,,
178,AMD Athlon 320GE,,35.0,2021-09-01,AM4,Desktop,3500.0,,1,2,2,1451,6,,AMD,AMD Athlon,Athlon 320GE,AM4,Desktop,3.5,,,
179,AMD Athlon 5000 Dual-Core,109.95,65.0,2009-10-01,"AM2,AM2+",Desktop,2200.0,,1,2,1,3094,42,,AMD,AMD Athlon,Athlon 5000 Dual-Core,AM2+,Desktop,2.2,,0.03553652230122818,55.0
180,AMD Athlon 5150 APU,98.86,25.0,2014-04-01,"AM1,FS1b",Desktop,1600.0,,1,4,1,2650,184,,AMD,AMD Athlon,Athlon 5150 APU,"AM1,FS1B",Desktop,1.6,,0.03730566037735849,24.7
181,AMD Athlon 5200 Dual-Core,189.95,75.0,2010-12-01,AM2,Desktop,2700.0,,1,2,1,3097,20,,AMD,AMD Athlon,Athlon 5200 Dual-Core,AM2,Desktop,2.7,,0.06133354859541491,95.0
182,AMD Athlon 5350 APU,149.99,25.0,2014-03-01,"AM1,FS1B",Desktop,2050.0,,1,4,1,2412,634,,AMD,AMD Athlon,Athlon 5350 APU,"AM1,FS1B",Desktop,2.05,,0.06218490878938641,37.5
183,AMD Athlon 5370 APU,598.68,25.0,2016-04-01,"AM1,FS1B",Desktop,2200.0,,1,4,1,2336,36,,AMD,AMD Athlon,Athlon 5370 APU,"AM1,FS1B",Desktop,2.2,,0.25628424657534243,149.7
184,AMD Athlon 64 2000+,,8.0,2013-11-01,Unknown,Unknown,1000.0,,1,1,1,3941,2,,AMD,AMD Athlon,Athlon 64 2000+,Unknown,Desktop,1.0,,,
185,AMD Athlon 64 2600+,,15.0,2013-11-01,Unknown,Unknown,1600.0,,1,1,1,3811,1,,AMD,AMD Athlon,Athlon 64 2600+,Unknown,Desktop,1.6,,,
186,AMD Athlon 64 2800+,99.99,89.0,2009-01-01,754,Unknown,1800.0,,1,1,1,3732,29,,AMD,AMD Athlon,Athlon 64 2800+,754,Desktop,1.8,,0.026792604501607715,100.0
187,AMD Athlon 64 3000+,20.0,89.0,2008-12-01,Socket 754,Desktop,2000.0,,1,1,1,3718,327,,AMD,AMD Athlon,Athlon 64 3000+,754,Desktop,2.0,,0.0053792361484669175,20.0
188,AMD Athlon 64 3100+,,89.0,2015-01-01,754,Desktop,1800.0,,1,1,1,3516,1,,AMD,AMD Athlon,Athlon 64 3100+,754,Desktop,1.8,,,
189,AMD Athlon 64 3200+,149.95,62.0,2008-12-01,AM2,Unknown,2200.0,,1,1,1,3721,413,,AMD,AMD Athlon,Athlon 64 3200+,AM2,Desktop,2.2,,0.0402983069067455,150.0
190,AMD Athlon 64 3300+,,0.0,2009-03-01,Unknown,Unknown,2400.0,,1,1,1,3631,10,,AMD,AMD Athlon,Athlon 64 3300+,Unknown,Desktop,2.4,,,
191,AMD Athlon 64 3400+,99.95,89.0,2009-01-01,754,Unknown,2400.0,,1,1,1,3699,99,,AMD,AMD Athlon,Athlon 64 3400+,754,Desktop,2.4,,0.02702081643687483,100.0
192,AMD Athlon 64 3500+,79.95,45.0,2008-12-01,AM2,Unknown,2200.0,,1,1,1,3607,386,,AMD,AMD Athlon,Athlon 64 3500+,AM2,Desktop,2.2,,0.022165234266703634,80.0
193,AMD Athlon 64 3700+,89.95,89.0,2008-12-01,939,Desktop,2200.0,,1,1,1,3609,108,,AMD,AMD Athlon,Athlon 64 3700+,939,Desktop,2.2,,0.024923801607093378,90.0
194,AMD Athlon 64 3800+,131.01,45.0,2009-01-01,AM2,Unknown,2400.0,,1,1,1,3738,235,,AMD,AMD Athlon,Athlon 64 3800+,AM2,Desktop,2.4,,0.03504815409309791,131.0
195,AMD Athlon 64 4000+,99.95,62.0,2008-12-01,AM2,Unknown,2600.0,,1,1,1,3670,83,,AMD,AMD Athlon,Athlon 64 4000+,AM2,Desktop,2.6,,0.02723433242506812,100.0
196,AMD Athlon 64 FX-55,65.0,104.0,2009-02-01,939,Desktop,2600.0,,1,1,1,3592,13,,AMD,AMD Athlon,Athlon 64 FX-55,939,Desktop,2.6,,0.018095768374164812,65.0
197,AMD Athlon 64 FX-57,,104.0,2009-03-01,939,Desktop,2800.0,,1,1,1,3485,11,,AMD,AMD Athlon,Athlon 64 FX-57,939,Desktop,2.8,,,
198,AMD Athlon 64 FX-59,,0.0,2013-05-01,939,Desktop,3000.0,,1,1,1,3540,1,,AMD,AMD Athlon,Athlon 64 FX-59,939,Desktop,3.0,,,
199,AMD Athlon 64 FX-60 Dual Core,,110.0,2009-02-01,939,Desktop,2600.0,,1,2,1,3270,27,,AMD,AMD Athlon,Athlon 64 FX-60 Dual Core,939,Desktop,2.6,,,
200,AMD Athlon 64 FX-62 Dual Core,270.0,125.0,2009-02-01,AM2,Desktop,2800.0,,1,2,1,3034,21,,AMD,AMD Athlon,Athlon 64 FX-62 Dual Core,AM2,Desktop,2.8,,0.08899143045484509,135.0
201,AMD Athlon 64 FX-74,499.5,125.0,2009-03-01,F (1207),Desktop,3000.0,,1,2,1,3007,2,,AMD,AMD Athlon,Athlon 64 FX-74,F(1207),Desktop,3.0,,0.16611240438975725,249.8
202,AMD Athlon 64 X2 3800+,,89.0,2010-05-01,939,Desktop,2000.0,,1,2,1,3432,2,,AMD,AMD Athlon,Athlon 64 X2 3800+,939,Desktop,2.0,,,
203,AMD Athlon 64 X2 Dual Core 3400+,,89.0,2010-10-01,754,Desktop,2200.0,,1,2,1,3472,9,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 3400+,754,Desktop,2.2,,,
204,AMD Athlon 64 X2 Dual Core 3600+,68.25,65.0,2008-12-01,AM2,Desktop,2000.0,,1,2,1,3424,174,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 3600+,AM2,Desktop,2.0,,0.019932827102803738,34.1
205,AMD Athlon 64 X2 Dual Core 3800+,,89.0,2008-11-01,AM2,Desktop,2000.0,,1,2,1,3371,788,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 3800+,AM2,Desktop,2.0,,,
206,AMD Athlon 64 X2 Dual Core 4000+,,65.0,2008-12-01,AM2,Desktop,2100.0,,1,2,1,3335,615,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 4000+,AM2,Desktop,2.1,,,
207,AMD Athlon 64 X2 Dual Core 4200+,109.95,89.0,2008-11-01,AM2,Desktop,2200.0,,1,2,1,3308,1000,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 4200+,AM2,Desktop,2.2,,0.033237605804111246,55.0
208,AMD Athlon 64 X2 Dual Core 4400+,298.95,65.0,2008-12-01,AM2,Desktop,2300.0,,1,2,1,3322,629,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 4400+,AM2,Desktop,2.3,,0.08999096929560506,149.5
209,AMD Athlon 64 X2 Dual Core 4600+,349.95,65.0,2008-12-01,AM2,Desktop,2400.0,,1,2,1,3262,440,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 4600+,AM2,Desktop,2.4,,0.10728080931943593,175.0
210,AMD Athlon 64 X2 Dual Core 4800+,149.95,65.0,2008-11-01,AM2,Desktop,2500.0,,1,2,1,3338,482,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 4800+,AM2,Desktop,2.5,,0.04492210904733373,75.0
211,AMD Athlon 64 X2 Dual Core 5000+,331.49,65.0,2008-12-01,AM2,Desktop,2600.0,,1,2,1,3202,1132,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 5000+,AM2,Desktop,2.6,,0.10352592129918801,165.7
212,AMD Athlon 64 X2 Dual Core 5200+,60.0,65.0,2008-11-01,AM2,Desktop,2700.0,,1,2,1,3132,899,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 5200+,AM2,Desktop,2.7,,0.019157088122605363,30.0
213,AMD Athlon 64 X2 Dual Core 5400+,52.99,65.0,2008-11-01,AM2,Desktop,2800.0,,1,2,1,3070,210,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 5400+,AM2,Desktop,2.8,,0.01726058631921824,26.5
214,AMD Athlon 64 X2 Dual Core 5600+,107.21,89.0,2008-11-01,AM2,Desktop,2800.0,,1,2,1,3064,460,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 5600+,AM2,Desktop,2.8,,0.034990208877284594,53.6
215,AMD Athlon 64 X2 Dual Core 5800+,29.95,89.0,2009-01-01,Unknown,Desktop,3000.0,,1,2,1,3179,25,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 5800+,Unknown,Desktop,3.0,,0.009421201635734507,15.0
216,AMD Athlon 64 X2 Dual Core 6000+,38.5,89.0,2008-11-01,AM2,Desktop,3000.0,,1,2,1,3054,1055,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 6000+,AM2,Desktop,3.0,,0.01260641781270465,19.2
217,AMD Athlon 64 X2 Dual Core 6400+,249.95,125.0,2008-11-01,AM2,Desktop,3200.0,,1,2,1,3012,234,,AMD,AMD Athlon,Athlon 64 X2 Dual Core 6400+,AM2,Desktop,3.2,,0.08298472775564408,125.0
218,AMD Athlon 64 X2 Dual Core BE-2300,,45.0,2011-11-01,AM2,Desktop,1900.0,,1,2,1,3400,2,,AMD,AMD Athlon,Athlon 64 X2 Dual Core BE-2300,AM2,Desktop,1.9,,,
219,AMD Athlon 64 X2 Dual Core BE-2350,,45.0,2009-05-01,AM2,Desktop,2100.0,,1,2,1,3425,4,,AMD,AMD Athlon,Athlon 64 X2 Dual Core BE-2350,AM2,Desktop,2.1,,,
220,AMD Athlon 64 X2 Dual-Core TK-42,,20.0,2009-07-01,Unknown,Unknown,1600.0,,1,2,1,3422,31,,AMD,AMD Athlon,Athlon 64 X2 Dual-Core TK-42,Unknown,Desktop,1.6,,,
221,AMD Athlon 64 X2 Dual-Core TK-53,,31.0,2009-02-01,Unknown,Unknown,1700.0,,1,2,1,3468,61,,AMD,AMD Athlon,Athlon 64 X2 Dual-Core TK-53,Unknown,Desktop,1.7,,,
222,AMD Athlon 64 X2 Dual-Core TK-55,72.74,35.0,2008-12-01,Unknown,Unknown,1800.0,,1,2,1,3484,100,,AMD,AMD Athlon,Athlon 64 X2 Dual-Core TK-55,Unknown,Desktop,1.8,,0.020878300803673935,36.4
223,AMD Athlon 64 X2 Dual-Core TK-57,,31.0,2009-02-01,Unknown,Unknown,1900.0,,1,2,1,3373,142,,AMD,AMD Athlon,Athlon 64 X2 Dual-Core TK-57,Unknown,Desktop,1.9,,,
224,AMD Athlon 64 X2 QL-60,,35.0,2009-03-01,S1,Laptop,1900.0,,1,2,1,3459,127,,AMD,AMD Athlon,Athlon 64 X2 QL-60,S1,Laptop,1.9,,,
225,AMD Athlon 64 X2 QL-62,,35.0,2009-01-01,S1,Laptop,2000.0,,1,2,1,3481,136,,AMD,AMD Athlon,Athlon 64 X2 QL-62,S1,Laptop,2.0,,,
226,AMD Athlon 64 X2 QL-64,,35.0,2009-03-01,S1,Laptop,2100.0,,1,2,1,3369,153,,AMD,AMD Athlon,Athlon 64 X2 QL-64,S1,Laptop,2.1,,,
227,AMD Athlon 64 X2 QL-65,22.0,35.0,2009-11-01,S1,Laptop,2100.0,,1,2,1,3380,133,,AMD,AMD Athlon,Athlon 64 X2 QL-65,S1,Laptop,2.1,,0.00650887573964497,11.0
228,AMD Athlon 64 X2 QL-66,,35.0,2009-10-01,S1,Laptop,2200.0,,1,2,1,3349,26,,AMD,AMD Athlon,Athlon 64 X2 QL-66,S1,Laptop,2.2,,,
229,AMD Athlon 64 X2 QL-67,,35.0,2009-12-01,S1,Laptop,2200.0,,1,2,1,3414,2,,AMD,AMD Athlon,Athlon 64 X2 QL-67,S1,Laptop,2.2,,,
230,AMD Athlon 7450 Dual-Core,,95.0,2009-04-01,AM2+,Desktop,2400.0,,1,2,1,3190,34,,AMD,AMD Athlon,Athlon 7450 Dual-Core,AM2+,Desktop,2.4,,,
231,AMD Athlon 7550 Dual-Core,14.95,95.0,2009-05-01,AM2+,Desktop,2500.0,,1,2,1,3107,98,,AMD,AMD Athlon,Athlon 7550 Dual-Core,AM2+,Desktop,2.5,,0.004811715481171548,7.5
232,AMD Athlon 7750 Dual-Core,79.99,95.0,2009-01-01,AM2+,Desktop,2700.0,,1,2,1,3029,411,,AMD,AMD Athlon,Athlon 7750 Dual-Core,AM2+,Desktop,2.7,,0.026408055463849455,40.0
233,AMD Athlon 7850 Dual-Core,99.99,95.0,2009-05-01,AM2+,Desktop,2800.0,,1,2,1,2947,123,,AMD,AMD Athlon,Athlon 7850 Dual-Core,AM2+,Desktop,2.8,,0.03392941974889718,50.0
234,AMD Athlon Dual Core 4050e,,45.0,2009-02-01,AM2,Desktop,2100.0,,1,2,1,3375,39,,AMD,AMD Athlon,Athlon Dual Core 4050e,AM2,Desktop,2.1,,,
235,AMD Athlon Dual Core 4450B,31.0,45.0,2009-03-01,AM2+,Desktop,2300.0,,1,2,1,3261,82,,AMD,AMD Athlon,Athlon Dual Core 4450B,AM2+,Desktop,2.3,,0.009506286415210058,15.5
236,AMD Athlon Dual Core 4450e,14.48,45.0,2009-02-01,AM2,Desktop,2300.0,,1,2,1,3277,104,,AMD,AMD Athlon,Athlon Dual Core 4450e,AM2,Desktop,2.3,,0.004418675617943241,7.2
237,AMD Athlon Dual Core 4850B,,45.0,2010-10-01,AM2+,Desktop,2500.0,,1,2,1,3254,6,,AMD,AMD Athlon,Athlon Dual Core 4850B,AM2+,Desktop,2.5,,,
238,AMD Athlon Dual Core 4850e,39.0,45.0,2009-02-01,AM2,Desktop,2500.0,,1,2,1,3196,163,,AMD,AMD Athlon,Athlon Dual Core 4850e,AM2,Desktop,2.5,,0.012202753441802253,19.5
239,AMD Athlon Dual Core 5000B,95.0,65.0,2009-05-01,AM2,Desktop,2600.0,,1,2,1,3138,50,,AMD,AMD Athlon,Athlon Dual Core 5000B,AM2,Desktop,2.6,,0.030274059910771194,47.5
240,AMD Athlon Dual Core 5050e,60.0,45.0,2009-02-01,AM2,Desktop,2600.0,,1,2,1,3166,102,,AMD,AMD Athlon,Athlon Dual Core 5050e,AM2,Desktop,2.6,,0.018951358180669616,30.0
241,AMD Athlon Dual Core 5200B,,65.0,2009-04-01,AM2,Desktop,2700.0,,1,2,1,3151,39,,AMD,AMD Athlon,Athlon Dual Core 5200B,AM2,Desktop,2.7,,,
242,AMD Athlon Dual Core 5400B,,65.0,2009-06-01,AM2,Desktop,2800.0,,1,2,1,3145,23,,AMD,AMD Athlon,Athlon Dual Core 5400B,AM2,Desktop,2.8,,,
243,AMD Athlon Dual Core 5600B,,65.0,2012-03-01,AM2+,Desktop,2900.0,,1,2,1,3243,4,,AMD,AMD Athlon,Athlon Dual Core 5600B,AM2+,Desktop,2.9,,,
244,AMD Athlon Gold 3150C,,15.0,2022-07-01,FP5,"Laptop, Mobile/Embedded",2400.0,3300.0,1,2,2,1691,5,,AMD,AMD Athlon,Athlon Gold 3150C,FP5,Embedded/IoT,2.4,3.3,,
245,AMD Athlon Gold 3150G,,65.0,2022-01-01,AM4,Desktop,3500.0,3900.0,1,4,1,1005,23,,AMD,AMD Athlon,Athlon Gold 3150G,AM4,Desktop,3.5,3.9,,
246,AMD Athlon Gold 3150U,,15.0,2020-07-01,FP5,Laptop,2400.0,3300.0,1,2,2,1509,139,,AMD,AMD Athlon,Athlon Gold 3150U,FP5,Laptop,2.4,3.3,,
247,AMD Athlon Gold PRO 3150G,,65.0,2020-07-01,AM4,Desktop,3500.0,3900.0,1,4,1,926,3,,AMD,AMD Athlon,Athlon Gold PRO 3150G,AM4,Desktop,3.5,3.9,,
248,AMD Athlon Gold PRO 3150GE,,35.0,2020-07-01,AM4,Desktop,3300.0,3800.0,1,4,1,1010,9,,AMD,AMD Athlon,Athlon Gold PRO 3150GE,AM4,Desktop,3.3,3.8,,
249,AMD Athlon Gold PRO 4150GE,,35.0,2022-08-01,FP6,Laptop,3300.0,3800.0,1,4,1,894,1,,AMD,AMD Athlon,Athlon Gold PRO 4150GE,FP6,Laptop,3.3,3.8,,
250,AMD Athlon II 160u,29.99,20.0,2010-06-01,Unknown,Desktop,1800.0,,1,1,1,3649,20,,AMD,AMD Athlon,Athlon II 160u,Unknown,Desktop,1.8,,0.00821869005206906,30.0
251,AMD Athlon II 170u,24.0,20.0,2010-10-01,"AM2+,AM3",Desktop,2000.0,,1,1,1,3671,73,,AMD,AMD Athlon,Athlon II 170u,AM3,Desktop,2.0,,0.006537728139471534,24.0
252,AMD Athlon II Dual-Core M300,,35.0,2009-10-01,Unknown,Unknown,2000.0,,1,2,1,3336,294,,AMD,Intel Core M,Athlon II Dual-Core M300,Unknown,Desktop,2.0,,,
253,AMD Athlon II Dual-Core M320,30.0,35.0,2009-11-01,Unknown,Unknown,2100.0,,1,2,1,3258,233,,AMD,Intel Core M,Athlon II Dual-Core M320,Unknown,Desktop,2.1,,0.009208103130755065,15.0
254,AMD Athlon II Dual-Core M340,,35.0,2010-06-01,Unknown,Unknown,2200.0,,1,2,1,3309,15,,AMD,Intel Core M,Athlon II Dual-Core M340,Unknown,Desktop,2.2,,,
255,AMD Athlon II N330 Dual-Core,,35.0,2010-07-01,Unknown,Unknown,2300.0,,1,2,1,3326,10,,AMD,AMD Athlon,Athlon II N330 Dual-Core,Unknown,Desktop,2.3,,,
256,AMD Athlon II N350 Dual-Core,,35.0,2010-12-01,Unknown,Unknown,2400.0,,1,2,1,3212,13,,AMD,AMD Athlon,Athlon II N350 Dual-Core,Unknown,Desktop,2.4,,,
257,AMD Athlon II N370 Dual-Core,,35.0,2012-05-01,S1g4,Unknown,2500.0,,1,2,1,3075,3,,AMD,AMD Athlon,Athlon II N370 Dual-Core,S1G4,Desktop,2.5,,,
258,AMD Athlon II Neo K125,,12.0,2010-06-01,S1,Laptop,1700.0,,1,1,1,3720,36,,AMD,AMD Athlon,Athlon II Neo K125,S1,Laptop,1.7,,,
